"dsrc","domain","length","dicts","entropy","numbers","ngram"
"cryptolocker","qqqfurceuhhpjtg",15,0.466666666666667,3.32323142879762,0,2.65321251377534
"cryptolocker","rurppwvrrsfjajh",15,0,3.10689059560852,0,0.477121254719662
"cryptolocker","tywhvwfxbntinhk",15,0.266666666666667,3.37355726227519,0,4.83276430494053
"cryptolocker","udxrqcylxyrcncy",15,0.466666666666667,3.00623892865339,0,0.778151250383644
"cryptolocker","uhufxmryrbbunjn",15,0.2,3.18989809546429,0,0.845098040014257
"cryptolocker","vlvpsrlmomyoerk",15,0.733333333333333,3.24022392894185,0,2.43136376415899
"cryptolocker","rukcfmpbeyvhjvp",15,0.466666666666667,3.64022392894185,0,0
"cryptolocker","fklhiucdplybiep",15,0.6,3.50689059560852,0,1.55630250076729
"cryptolocker","taiyxccosyrghhb",15,0.533333333333333,3.50689059560852,0,2.43136376415899
"cryptolocker","hpjebkoqeluapcs",15,0.466666666666667,3.64022392894185,0,0.845098040014257
"cryptolocker","vlocihfvbspmjbp",15,0.466666666666667,3.50689059560852,0,2.72263392253381
"cryptolocker","jbphlprxmfsgicl",15,0.866666666666667,3.64022392894185,0,2.44715803134222
"cryptolocker","xqmybwrjpsllanr",15,0.6,3.64022392894185,0,3.72263392253381
"cryptolocker","lgneefelbfofibf",15,0.666666666666667,2.78989809546429,0,5.40619942366331
"cryptolocker","alssgxpygfndjuq",15,0.333333333333333,3.64022392894185,0,1.07918124604762
"cryptolocker","bptdbgagrwaoaqi",15,0.8,3.32323142879762,0,1.90308998699194
"cryptolocker","cqqpyncmufjchut",15,0.533333333333333,3.32323142879762,0,1.84509804001426
"cryptolocker","duratvmtgwvnhat",15,0.866666666666667,3.32323142879762,0,4.79056662514608
"cryptolocker","ecwsjsftdyhiugx",15,0.4,3.77355726227519,0,0
"cryptolocker","fgxdebpboqttlul",15,0.6,3.50689059560852,0,1.65321251377534
"cryptolocker","ghupcirhrydhlhr",15,0.6,3.05656476213095,0,0.477121254719662
"cryptolocker","hlvawqcodqpslfn",15,0.733333333333333,3.64022392894185,0,1.74036268949424
"cryptolocker","umuydtkyadirygx",15,0.533333333333333,3.32323142879762,0,3.45984464238821
"cryptolocker","icvegygewjadhuy",15,0.733333333333333,3.50689059560852,0,1.07918124604762
"cryptolocker","vuswfdpmsgxuyax",15,0.6,3.50689059560852,0,0
"cryptolocker","jktciilrpmpgxfq",15,0.6,3.64022392894185,0,0
"cryptolocker","wwyfpocsbnyprsv",15,0.8,3.37355726227519,0,1.77815125038364
"cryptolocker","kmakstxxxtqbaas",15,0.666666666666667,2.87290559532006,0,4.36787750663788
"cryptolocker","xfwdrxhgtqosylf",15,0.666666666666667,3.64022392894185,0,0
"cryptolocker","luxiuddlqwgexjt",15,0.733333333333333,3.37355726227519,0,1.07918124604762
"cryptolocker","dddpefkicjofvxs",15,0.533333333333333,3.45656476213095,0,0.698970004336019
"cryptolocker","eheaykevyumyval",15,0.6,3.00623892865339,0,3.25090769970086
"cryptolocker","elbngopvumeivgk",15,0.8,3.50689059560852,0,3.85733249643127
"cryptolocker","fpcxbtjjrxccmvl",15,0.6,3.32323142879762,0,0
"cryptolocker","fnhvqaccdtfdaej",15,0.6,3.37355726227519,0,0.845098040014257
"cryptolocker","griglfvpafdwayx",15,0.666666666666667,3.50689059560852,0,3.66351247041516
"cryptolocker","gvftsjhpvwughlk",15,0.4,3.50689059560852,0,1.17609125905568
"cryptolocker","hagenobdsisaxth",15,0.866666666666667,3.50689059560852,0,8.03306748792212
"cryptolocker","fpukqpkjcqscsbj",15,0.466666666666667,3.10689059560852,0,0
"cryptolocker","sfvptxwlndvvrjj",15,0.2,3.45656476213095,0,0.477121254719662
"cryptolocker","hushjypdscgkjas",15,0.733333333333333,3.32323142879762,0,0.954242509439325
"cryptolocker","uktmmhcfeojeruk",15,0.666666666666667,3.37355726227519,0,2.44715803134222
"cryptolocker","hayqdkcddbjalqq",15,0.6,3.13957226198672,0,0
"cryptolocker","upavgsofonmtkrm",15,0.6,3.64022392894185,0,2.76342799356294
"cryptolocker","jfwnvthwtmwijiq",15,0.2,3.18989809546429,0,1.65321251377534
"cryptolocker","wuxsyctyfyacrve",15,0.6,3.45656476213095,0,1.7160033436348
"cryptolocker","ngdbrbkhewkxsgr",15,0.4,3.37355726227519,0,2.15836249209525
"cryptolocker","okelmjuopowjjcj",15,0.533333333333333,3.05656476213095,0,3.26670196688409
"cryptolocker","plbxkkpbuixgjts",15,0.2,3.37355726227519,0,0.954242509439325
"cryptolocker","qpcifsaigakrjys",15,0.6,3.50689059560852,0,2.45939248775923
"cryptolocker","pqhhevcbfhbvwpr",15,0,3.18989809546429,0,0.477121254719662
"cryptolocker","quiryemiqynhnef",15,0.733333333333333,3.24022392894185,0,4.05941193743866
"cryptolocker","rvfewfhuvsoeuvj",15,0.666666666666667,3.18989809546429,0,0
"cryptolocker","sagornrchkbputf",15,0.933333333333333,3.77355726227519,0,5.89971109457114
"cryptolocker","isjogegifghbtob",15,0.666666666666667,3.18989809546429,0,3.04921802267018
"cryptolocker","vgepdjcnmajqcvx",15,0.533333333333333,3.50689059560852,0,1.32221929473392
"cryptolocker","jbhmitsjvtonbud",15,0.8,3.50689059560852,0,6.03889027029405
"cryptolocker","wocnfyoodnqdasr",15,0.533333333333333,3.32323142879762,0,2.81954393554187
"cryptolocker","mjnojljqpukhfjn",15,0.2,3.24022392894185,0,0
"cryptolocker","awipgqfvwomwnxo",15,0.2,3.45656476213095,0,0.602059991327962
"cryptolocker","nrlmlbvrgirtfwy",15,0.533333333333333,3.45656476213095,0,3.31785448933147
"cryptolocker","bfgnigrwnctjecr",15,0.533333333333333,3.37355726227519,0,3.20951501454263
"cryptolocker","mwrsapcspfkhcna",15,0.666666666666667,3.37355726227519,0,1.85733249643127
"cryptolocker","nymhbuvgwsfbcio",15,0.4,3.77355726227519,0,1.70757017609794
"cryptolocker","nfpqcfotgsrtjit",15,0.733333333333333,3.45656476213095,0,1.07918124604762
"cryptolocker","ohkfdkihngmnaqq",15,0.2,3.37355726227519,0,0.778151250383644
"cryptolocker","qnvsdwfbatnncot",15,0.6,3.45656476213095,0,2.33445375115093
"cryptolocker","rpqhecyohhihcqm",15,0.6,3.10689059560852,0,1
"cryptolocker","rvtqfmrcqhuacqw",15,0.533333333333333,3.32323142879762,0,0.845098040014257
"cryptolocker","sxofgrlpxuptsgx",15,0.2,3.18989809546429,0,0
"cryptolocker","svjatagpbkwuxku",15,0.333333333333333,3.50689059560852,0,1.95424250943932
"cryptolocker","gjebqisrjyjowlq",15,0.733333333333333,3.45656476213095,0,0.477121254719662
"cryptolocker","ubhwmpsdpkstvvg",15,0.733333333333333,3.50689059560852,0,1.32221929473392
"cryptolocker","iocxjxffxyfnejt",15,0.2,3.13957226198672,0,0
"cryptolocker","wmnawhjxlyabjiq",15,0.266666666666667,3.50689059560852,0,1.65321251377534
"cryptolocker","kaibtpvatnmuiqq",15,0.733333333333333,3.37355726227519,0,1.25527250510331
"cryptolocker","yrlwpwvlayvaaus",15,0.733333333333333,3.05656476213095,0,1.95424250943932
"cryptolocker","mfgxmfininitipk",15,0.8,2.97355726227519,0,10.9467568299617
"cryptolocker","warenlcoljkfjvk",15,0.6,3.50689059560852,0,9.54666533434283
"cryptolocker","xcmsotmvtruuakx",15,0.6,3.37355726227519,0,1.90308998699194
"cryptolocker","yfpbgbocajgehvn",15,0.266666666666667,3.64022392894185,0,1.75587485567249
"cryptolocker","ahkphjyjirqthtj",15,0.4,3.13957226198672,0,0
"cryptolocker","bqveqsfwvxnljan",15,0.2,3.50689059560852,0,1.07918124604762
"cryptolocker","csqsrbpeegxbavf",15,0.666666666666667,3.50689059560852,0,1.25527250510331
"cryptolocker","dvtbjirkkxjkabh",15,0.4,3.32323142879762,0,0.477121254719662
"cryptolocker","exopkqcrsgtaagh",15,0.933333333333333,3.64022392894185,0,1.07918124604762
"cryptolocker","vntwrhdtdrfiseh",15,0.666666666666667,3.37355726227519,0,2.23044892137827
"cryptolocker","jboxomyyklhxble",15,0.466666666666667,3.24022392894185,0,2.49415459401844
"cryptolocker","wvrutqihvuulsxh",15,0.2,3.32323142879762,0,0.778151250383644
"cryptolocker","kjmvqvemdowbrvv",15,0.2,3.24022392894185,0,1.92427928606188
"cryptolocker","xxxdeoeorfmfwjb",15,0.666666666666667,3.18989809546429,0,2.82736927305382
"cryptolocker","llsebtatyyoufxc",15,0.666666666666667,3.50689059560852,0,3.74569922660251
"cryptolocker","ygvbgxjckicieck",15,0.4,3.18989809546429,0,4.47275644931721
"cryptolocker","mtqcddfhrcexdhd",15,0.2,3.10689059560852,0,1.17609125905568
"cryptolocker","arcblsyenqiobjn",15,0.8,3.64022392894185,0,2.39093510710338
"cryptolocker","btwpmxsruedibec",15,0.933333333333333,3.64022392894185,0,4.23754373814287
"cryptolocker","baayncergtxrbrf",15,0.666666666666667,3.32323142879762,0,4.49526674438781
"cryptolocker","ccunohxfnhslrac",15,0.866666666666667,3.32323142879762,0,2.11394335230684
"cryptolocker","ccghxaaycepltia",15,0.466666666666667,3.27290559532006,0,3.76042248342321
"cryptolocker","debvyftmjrkftks",15,0.533333333333333,3.50689059560852,0,0.477121254719662
"cryptolocker","dkefajfmuhfobpb",15,0.533333333333333,3.45656476213095,0,1.98227123303957
"cryptolocker","emytboyacuairfc",15,0.8,3.50689059560852,0,5.88099641462906
"cryptolocker","gqtifddeyxdummv",15,0.533333333333333,3.45656476213095,0,1.55630250076729
"cryptolocker","teojclpghmpolnr",15,1,3.50689059560852,0,2.42160392686983
"cryptolocker","ivrfxmixpjqddlf",15,0.466666666666667,3.37355726227519,0,0.778151250383644
"cryptolocker","vjmguuuaxxdwlys",15,0.2,3.45656476213095,0,0.477121254719662
"cryptolocker","ibxorkeynlkrquy",15,0.466666666666667,3.50689059560852,0,4.48058178682917
"cryptolocker","vosposqbvawlpdy",15,0.666666666666667,3.37355726227519,0,3.69556922703619
"cryptolocker","kgvlktjsewxaomy",15,0.2,3.77355726227519,0,0.602059991327962
"cryptolocker","xtqmhcvumlktwhq",15,0.2,3.37355726227519,0,0
"cryptolocker","kucmyoydjwqfxes",15,0.266666666666667,3.77355726227519,0,0
"cryptolocker","lwwbawjkrfbuosg",15,0.4,3.45656476213095,0,0
"cryptolocker","maajrxewaienort",15,0.8,3.32323142879762,0,7.68639299622962
"cryptolocker","ncuxsgoeiqodopp",15,0.333333333333333,3.45656476213095,0,2.29003461136252
"cryptolocker","mfgslvaxxkxcqgo",15,0.466666666666667,3.45656476213095,0,0.698970004336019
"cryptolocker","nhbhmekfgsirhcg",15,0.466666666666667,3.45656476213095,0,0.477121254719662
"cryptolocker","okepeffrovlkomg",15,0.6,3.18989809546429,0,3.96567197122011
"cryptolocker","pmyefnpywevaorg",15,0.4,3.50689059560852,0,3.31806333496276
"cryptolocker","mgekxbnymiohrrf",15,0.2,3.64022392894185,0,0
"cryptolocker","avfnhgjsfkonaux",15,0.6,3.50689059560852,0,3.51054501020661
"cryptolocker","nkoamqaaiuctymy",15,0.266666666666667,3.32323142879762,0,1.80617997398389
"cryptolocker","bapdvvvtbwcaxda",15,0.4,3.00623892865339,0,0.954242509439325
"cryptolocker","qwikbvdtjcimrtv",15,0.466666666666667,3.50689059560852,0,0.845098040014257
"cryptolocker","emjnkbynceisapk",15,0.466666666666667,3.50689059560852,0,5.13699944047972
"cryptolocker","rbsaplpufovyrvy",15,0.666666666666667,3.37355726227519,0,1.85733249643127
"cryptolocker","fqtdyqloxqvfqfv",15,0.466666666666667,2.92323142879762,0,0
"cryptolocker","uwmbylgjfmjwrrm",15,0,3.18989809546429,0,0
"cryptolocker","vbnjaqaixdmhrfn",15,0.4,3.64022392894185,0,0.778151250383644
"cryptolocker","vbwqnbskbywjyxo",15,0.2,3.32323142879762,0,0
"cryptolocker","wfxyogmjtpatpch",15,0.4,3.64022392894185,0,3.42160392686983
"cryptolocker","ynqbcgvecgdcdak",15,0.533333333333333,3.32323142879762,0,0
"cryptolocker","arrjdlpduwgmdgh",15,0.533333333333333,3.32323142879762,0,0.903089986991944
"cryptolocker","arbqqvifxsqodnv",15,0.4,3.45656476213095,0,0.477121254719662
"cryptolocker","bvcyrbceqjtytkk",15,0.733333333333333,3.24022392894185,0,0
"cryptolocker","fbgasovsbsvawsn",15,0.866666666666667,2.97355726227519,0,1.98227123303957
"cryptolocker","sqhdcwigqagkvpf",15,0.466666666666667,3.64022392894185,0,0
"cryptolocker","hcqfyeiguugyusq",15,0.4,3.18989809546429,0,0.903089986991944
"cryptolocker","urriimutkcqjdyq",15,0.266666666666667,3.37355726227519,0,1.73239375982297
"cryptolocker","jrkavjlnxmpfwxn",15,0,3.50689059560852,0,0
"cryptolocker","whldfrxbntapvnb",15,0.6,3.64022392894185,0,3.04999285692014
"cryptolocker","lsufcyxbroaenyh",15,0.6,3.77355726227519,0,1.89209460269048
"cryptolocker","yivilhkohvkovxd",15,0.466666666666667,3.05656476213095,0,2.78958071216443
"cryptolocker","nroqtyootwbttge",15,0.6,3.05656476213095,0,1.20411998265592
"cryptolocker","ovpyuhykjstakne",15,0.533333333333333,3.64022392894185,0,3.31973049433022
"cryptolocker","psyvaobcnylsrrp",15,0.4,3.37355726227519,0,0
"cryptolocker","qwaebwlxdueyrlh",15,0.533333333333333,3.50689059560852,0,0.477121254719662
"cryptolocker","risqwtejqquyfrl",15,0.2,3.45656476213095,0,2.38560627359831
"cryptolocker","smtyxcofgmnfvrh",15,0.2,3.64022392894185,0,0
"cryptolocker","tjdvdjqwksfxven",15,0.466666666666667,3.50689059560852,0,1.32221929473392
"cryptolocker","uneeerbsaoxevqb",15,0.666666666666667,3.24022392894185,0,4.45502768235678
"cryptolocker","abosjeiewopnljk",15,0.533333333333333,3.50689059560852,0,3.69827457667437
"cryptolocker","nqpvsjexpqpttmd",15,0.4,3.32323142879762,0,1.30102999566398
"cryptolocker","bfyixnnrvjmilrc",15,0.533333333333333,3.50689059560852,0,1.36172783601759
"cryptolocker","oualhsjlolmokid",15,0.733333333333333,3.27290559532006,0,4.27646180417324
"cryptolocker","clsyvyaxxyglevi",15,0.533333333333333,3.18989809546429,0,4.31426759862872
"cryptolocker","pbtcfevrqbgrmrw",15,0.666666666666667,3.45656476213095,0,0
"cryptolocker","dpdokiflwtdgldj",15,0.666666666666667,3.24022392894185,0,1.47712125471966
"cryptolocker","qfertnbfpvdmkmg",15,0.666666666666667,3.64022392894185,0,3.34635297445064
"cryptolocker","irwjkobopskdlpy",15,0.666666666666667,3.50689059560852,0,2.30102999566398
"cryptolocker","jvxrltunijnnlda",15,0.4,3.32323142879762,0,2.81157500587059
"cryptolocker","jvhyyxgconhxljy",15,0.2,3.18989809546429,0,2.88081359228079
"cryptolocker","kaihadabhekicnr",15,0.733333333333333,3.18989809546429,0,6.07040732174012
"cryptolocker","kcbpwjsiqdbbpvp",15,0.4,3.27290559532006,0,0
"cryptolocker","lgcxxomhjtelpcm",15,0.4,3.37355726227519,0,2.57634135020579
"cryptolocker","lglflsxvpxxvwoy",15,0.6,3.13957226198672,0,0
"cryptolocker","mkmnmxruiobgnln",15,0,3.27290559532006,0,0.477121254719662
"cryptolocker","svqierqblwgqgyp",15,0.4,3.45656476213095,0,1.14612803567824
"cryptolocker","glrlnadobeqbfvh",15,0.4,3.64022392894185,0,4.56966646232527
"cryptolocker","uwbnkbvuilhhwmq",15,0.6,3.37355726227519,0,1.77815125038364
"cryptolocker","imcqtjiixsrrfsq",15,0.6,3.18989809546429,0,0
"cryptolocker","uguoqmiumhwoyow",15,0.6,3.00623892865339,0,2.33445375115093
"cryptolocker","ivvrauuicohyxek",15,0.333333333333333,3.50689059560852,0,1.34242268082221
"cryptolocker","whftwvnojvxfwuo",15,0.333333333333333,3.18989809546429,0,0.698970004336019
"cryptolocker","kwgwgeacydipftk",15,0.533333333333333,3.50689059560852,0,2.03342375548695
"cryptolocker","bmyyfcjweblkdsn",15,0.533333333333333,3.64022392894185,0,3.45331834004704
"cryptolocker","cqahgktstweqtan",15,0.466666666666667,3.32323142879762,0,4.06415837246312
"cryptolocker","dnjelloqbpmbtrw",15,0.733333333333333,3.64022392894185,0,3.44793286559218
"cryptolocker","erkmmtymqlfhtlo",15,0.6,3.32323142879762,0,1.85733249643127
"cryptolocker","dwdfrwbqflcihcn",15,0.2,3.37355726227519,0,1.07918124604762
"cryptolocker","ebensflmuhuoxcj",15,0.4,3.64022392894185,0,4.2080649481474
"cryptolocker","fxnkxggkcadyftn",15,0.266666666666667,3.24022392894185,0,2.35793484700045
"cryptolocker","gcosyoqgrvvffgb",15,0.466666666666667,3.18989809546429,0,1.69897000433602
"cryptolocker","nhdimoaapjqmoqc",15,0.533333333333333,3.37355726227519,0,0.845098040014257
"cryptolocker","buxhptvtsixswmq",15,0.666666666666667,3.50689059560852,0,1.30102999566398
"cryptolocker","olnxbemblveyvlv",15,0.533333333333333,3.00623892865339,0,2.07918124604762
"cryptolocker","cyiwejiuoulfuus",15,0.2,3.24022392894185,0,0.954242509439325
"cryptolocker","rxhipvdiaxtsalo",15,0.733333333333333,3.50689059560852,0,6.4399639359209
"cryptolocker","flchsbycdwbyioh",15,0.466666666666667,3.37355726227519,0,1.17609125905568
"cryptolocker","scrxelpjvkhfanr",15,0.6,3.77355726227519,0,3.67024585307412
"cryptolocker","gpmwhqldyjolyes",15,0.8,3.64022392894185,0,0
"cryptolocker","rllmgywmqpfqaeu",15,0.466666666666667,3.50689059560852,0,0.477121254719662
"cryptolocker","sngyneqltyifakr",15,0.266666666666667,3.64022392894185,0,1.25527250510331
"cryptolocker","spvcuojnmcsdhkw",15,0.666666666666667,3.64022392894185,0,0
"cryptolocker","trqoctdmplvrxhl",15,0.466666666666667,3.50689059560852,0,1.17609125905568
"cryptolocker","vcpmjgaubeiwafo",15,0.8,3.77355726227519,0,2.42488163663107
"cryptolocker","wekyqlttenllasp",15,0.533333333333333,3.32323142879762,0,8.06971189407847
"cryptolocker","wgacxvmvwqvjasa",15,0.266666666666667,3.13957226198672,0,1.23044892137827
"cryptolocker","xiuofbguaayxqws",15,0,3.50689059560852,0,0.778151250383644
"cryptolocker","gcfxhcitxmkdtfg",15,0.666666666666667,3.24022392894185,0,1.44715803134222
"cryptolocker","tpawkkuhkfdrsut",15,0.6,3.32323142879762,0,1.07918124604762
"cryptolocker","idpdnruhroucrfj",15,0.866666666666667,3.32323142879762,0,2.84509804001426
"cryptolocker","vqkcqahuehnqaef",15,0.466666666666667,3.18989809546429,0,0
"cryptolocker","ksjxkjlcibnjfdc",15,0.333333333333333,3.32323142879762,0,1.07918124604762
"cryptolocker","xgewnrxputgxeat",15,0.4,3.18989809546429,0,1.79934054945358
"cryptolocker","mttdqyxpcdxivev",15,0.466666666666667,3.37355726227519,0,1.74036268949424
"cryptolocker","ahocthkdovqwekv",15,0.533333333333333,3.37355726227519,0,1.6232492903979
"cryptolocker","kgncbmfryskpcfl",15,0.8,3.50689059560852,0,0.698970004336019
"cryptolocker","liioiupnlvcvsfh",15,0.2,3.32323142879762,0,0
"cryptolocker","mhxhhcrfsuuoaqw",15,0.466666666666667,3.45656476213095,0,0
"cryptolocker","njstokcbfxmuadk",15,0.666666666666667,3.77355726227519,0,2.9795483747041
"cryptolocker","owrcetiajhnvcjo",15,0.333333333333333,3.50689059560852,0,3.31597034545692
"cryptolocker","pymolcsvvkfcsqo",15,0.666666666666667,3.37355726227519,0,1.25527250510331
"cryptolocker","qxchkjundjxusvq",15,0.533333333333333,3.37355726227519,0,2.18752072083646
"cryptolocker","rawtrrfjpmpbspi",15,0.8,3.27290559532006,0,2.12057393120585
"cryptolocker","bcnqxrwlalbxnfo",15,0.266666666666667,3.37355726227519,0,2.91645394854993
"cryptolocker","opipbwsfdkievbd",15,0.666666666666667,3.37355726227519,0,1.64345267648619
"cryptolocker","cgxgmbcyygxsnng",15,0.4,2.84022392894185,0,0
"cryptolocker","ptsfpgxscffymwd",15,0.533333333333333,3.32323142879762,0,0
"cryptolocker","dmrwkyxgoyiurki",15,0.2,3.37355726227519,0,1.32221929473392
"cryptolocker","qamvnetarxpbanb",15,0.8,3.32323142879762,0,8.38581468493491
"cryptolocker","eqcmyidtntfpyrj",15,0.666666666666667,3.64022392894185,0,0
"cryptolocker","rewlcnynqsmvxik",15,0.8,3.77355726227519,0,0.602059991327962
"cryptolocker","fgvurctxbrpcyyo",15,0.466666666666667,3.50689059560852,0,1.25527250510331
"cryptolocker","giqhyhnwebsqyfl",15,0.266666666666667,3.50689059560852,0,4.87244764778901
"cryptolocker","gkgkglylammwyso",15,0.533333333333333,3.05656476213095,0,2.55630250076729
"cryptolocker","hmbwnqskdvplppd",15,0.533333333333333,3.45656476213095,0,0
"cryptolocker","hqabejuspfwyrxb",15,0.466666666666667,3.77355726227519,0,2.38021124171161
"cryptolocker","isunloorsoanrlc",15,0.8,3.05656476213095,0,9.25243373203316
"cryptolocker","iukqssagoattyqk",15,0.666666666666667,3.24022392894185,0,4.68583127462606
"cryptolocker","jwfdaxtfrjwipud",15,0.8,3.37355726227519,0,0
"cryptolocker","twpgsffiimeyiip",15,0.4,3.10689059560852,0,2.51587384371168
"cryptolocker","hkkfvnrvufwnhxd",15,0,3.24022392894185,0,0
"cryptolocker","vxalyokcfbfpyvq",15,0.533333333333333,3.50689059560852,0,0.903089986991944
"cryptolocker","jlukcwwprtxehum",15,0.4,3.64022392894185,0,0.698970004336019
"cryptolocker","vhtmfmgdwalvmqs",15,0.533333333333333,3.45656476213095,0,2.87852179550121
"cryptolocker","juoliusqjseklnk",15,0.466666666666667,3.24022392894185,0,2.35024801833416
"cryptolocker","xierlvlwtommkwk",15,0.733333333333333,3.37355726227519,0,5.17591750651009
"cryptolocker","lvyqoexkghfbsdk",15,0.2,3.77355726227519,0,0
"cryptolocker","xbxkmpcgjselqoc",15,0.4,3.64022392894185,0,1
"cryptolocker","ydswtxmcvvvrhox",15,0.533333333333333,3.45656476213095,0,0.477121254719662
"cryptolocker","acipsyhaghfchnl",15,0.8,3.32323142879762,0,4.3034336660062
"cryptolocker","bedcahrvskwihay",15,0.533333333333333,3.64022392894185,0,3.03342375548695
"cryptolocker","alcqywdbxglijqx",15,0.2,3.50689059560852,0,1.80617997398389
"cryptolocker","bnwdgfnwkjdoaxx",15,0.2,3.37355726227519,0,0
"cryptolocker","cmmvfgiuuumyhix",15,0.2,3.13957226198672,0,0
"cryptolocker","dohimosqhxefhcp",15,0.466666666666667,3.45656476213095,0,1.92427928606188
"cryptolocker","knfabjawpgxxrv",14,0.5,3.52164063634332,0,0.778151250383644
"cryptolocker","xdgfeovcmmpjak",14,0.571428571428571,3.66449777920046,0,0
"cryptolocker","lvdcqymbxegdyf",14,0.214285714285714,3.52164063634332,0,0
"cryptolocker","ylehteigukxoxk",14,0,3.37878349348618,0,3.464191370641
"cryptolocker","ovkrfeprciqurb",14,0.714285714285714,3.4677201004745,0,4.47642582705801
"cryptolocker","cllwijlwyoigai",14,0.285714285714286,2.98522813603425,0,1.85733249643127
"cryptolocker","peitutcvkgyarl",14,0.785714285714286,3.66449777920046,0,3.99246514780804
"cryptolocker","dtjyxyxbhmqlqj",14,0,3.23592635062903,0,0
"cryptolocker","senqcuagrmeloh",14,0.857142857142857,3.66449777920046,0,5.63868888669012
"cryptolocker","tiobwattoxcfoj",14,0.642857142857143,3.12808527889139,0,5.08624590242596
"cryptolocker","tmlsrkmkakmqvf",14,0.285714285714286,3.12808527889139,0,0.698970004336019
"cryptolocker","uqmdmpgxwvkkmu",14,0.357142857142857,3.18200581476021,0,0
"cryptolocker","wmsigppbeowias",14,0.857142857142857,3.23592635062903,0,2.40312052117582
"cryptolocker","xqtsbujobaucan",14,0.928571428571429,3.37878349348618,0,5.4901271047354
"cryptolocker","xuqkvfcfmmfnar",14,0.571428571428571,3.32486295761736,0,1.23044892137827
"cryptolocker","yyruqkvsjxdhqa",14,0,3.52164063634332,0,0
"cryptolocker","uqflohcikyoeku",14,0.428571428571429,3.37878349348618,0,1.60205999132796
"cryptolocker","iggqrpokvlrxjd",14,0.357142857142857,3.52164063634332,0,1.98227123303957
"cryptolocker","wvdmuwosqminid",14,0.857142857142857,3.23592635062903,0,3.64884770837289
"cryptolocker","klerxfbucylhqx",14,0.5,3.52164063634332,0,2.82736927305382
"cryptolocker","yykdscrdwbhbkw",14,0.5,3.09306920777189,0,0.954242509439325
"cryptolocker","molivkefinkujx",14,0.785714285714286,3.52164063634332,0,8.75659779737142
"cryptolocker","beieyrendobkbm",14,0.642857142857143,3.12808527889139,0,7.58536145085179
"cryptolocker","otjjcaqpobeeja",14,0.571428571428571,3.03914867190307,0,2.24551266781415
"cryptolocker","dhncpscgmfgakt",14,0.785714285714286,3.52164063634332,0,1.95424250943932
"cryptolocker","elomkbmnxwslbp",14,0.5,3.37878349348618,0,2.68124123737559
"cryptolocker","fmldvioqssajiq",14,0.714285714285714,3.37878349348618,0,2.32221929473392
"cryptolocker","gqmnqqyxekmuiv",14,0.214285714285714,3.32486295761736,0,0
"cryptolocker","hpsttnrbyhywvc",14,0.214285714285714,3.37878349348618,0,0.602059991327962
"cryptolocker","itteovcikylimq",14,0.714285714285714,3.32486295761736,0,5.75303122339057
"cryptolocker","juquadelfusgmg",14,0.714285714285714,3.32486295761736,0,6.22445536433557
"cryptolocker","kyrfulosqmfrme",14,0.642857142857143,3.37878349348618,0,2.77815125038364
"cryptolocker","hrvmgnljxlyvba",14,0,3.52164063634332,0,0
"cryptolocker","uhwrjshourqhjo",14,0.357142857142857,2.89629152904593,0,4.69305828908116
"cryptolocker","iatovwqtywqjbw",14,0.5,3.18200581476021,0,2.50379068305718
"cryptolocker","vputycmyvdiuac",14,0.5,3.23592635062903,0,1.85733249643127
"cryptolocker","jtbbriddobxctp",14,0.5,3.18200581476021,0,3.86593266819319
"cryptolocker","wjcgunyilhpncw",14,0.642857142857143,3.37878349348618,0,0.954242509439325
"cryptolocker","kcydhrinpmppbf",14,0.857142857142857,3.4677201004745,0,3.20951501454263
"cryptolocker","xraikwesmshbad",14,0.928571428571429,3.52164063634332,0,5.59868109890716
"cryptolocker","piedhylsarfjxr",14,0.785714285714286,3.66449777920046,0,3.81157500587059
"cryptolocker","qmfncefgwdddxt",14,0.857142857142857,3.32486295761736,0,2.00860017176192
"cryptolocker","qqcfwiqdbdwwxd",14,0,2.78845045730829,0,0
"cryptolocker","rudprnkqxouqos",14,0.428571428571429,3.23592635062903,0,1.44715803134222
"cryptolocker","rkjrstdmqhepcb",14,0.642857142857143,3.66449777920046,0,2.70243053644553
"cryptolocker","sokcnywanscjcv",14,0.571428571428571,3.18200581476021,0,3.19534605834842
"cryptolocker","sshtidiwrsvdjf",14,0.642857142857143,3.18200581476021,0,1.17609125905568
"cryptolocker","twiedickoetwan",14,1,3.23592635062903,0,10.8678576849191
"cryptolocker","ruvxtlnrscyiek",14,0.428571428571429,3.66449777920046,0,0.477121254719662
"cryptolocker","fkwdwtateoccds",14,0.785714285714286,3.23592635062903,0,4.72184357748966
"cryptolocker","tatyausorhjjug",14,0.785714285714286,3.23592635062903,0,3.48058178682917
"cryptolocker","hpueddfqdtmddb",14,0.428571428571429,2.97809488816926,0,1.38021124171161
"cryptolocker","twbmfgfljrxoww",14,0.214285714285714,3.32486295761736,0,0
"cryptolocker","hmcriornuebivx",14,0.714285714285714,3.52164063634332,0,5.43179784163831
"cryptolocker","vcynlpkiiwipur",14,0.857142857142857,3.32486295761736,0,0.698970004336019
"cryptolocker","jrasoxwktjljdf",14,0.357142857142857,3.4677201004745,0,1.85733249643127
"cryptolocker","aleouwnpuiqeep",14,0.5,3.18200581476021,0,2.54654266347813
"cryptolocker","bpfypfxwgadpul",14,0.642857142857143,3.32486295761736,0,1.44715803134222
